PRODUCTO,COBERTURA,ANIO,ID_ENTIDAD,ESPECIE_GANADERA,CABEZAS_SACRIFICADAS,ESTATUS_DATO_CBZ,PRODUCCION_CARNE,ESTATUS_DATO_PROD,VALOR_PRODUCCION,ESTATUS_DATO_VPROD,PRECIO_MEDIO,ESTATUS_DATO_PMED,ESTATUS
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	01",Ganado bovino,37768,Disponible,7024,Disponible,41795,Disponible,5950,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	02",Ganado bovino,65334,Disponible,14190,Disponible,81577,Disponible,5749,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	03",Ganado bovino,23411,Disponible,3700,Disponible,24652,Disponible,6663,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	04",Ganado bovino,11907,Disponible,2459,Disponible,15035,Disponible,6114,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	05",Ganado bovino,94522,Disponible,15589,Disponible,91397,Disponible,5863,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	06",Ganado bovino,31187,Disponible,5954,Disponible,35482,Disponible,5959,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	07",Ganado bovino,80575,Disponible,17471,Disponible,105021,Disponible,6011,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	08",Ganado bovino,118490,Disponible,20939,Disponible,113626,Disponible,5427,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	09",Ganado bovino,215612,Disponible,38810,Disponible,247655,Disponible,6381,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	10",Ganado bovino,23589,Disponible,4378,Disponible,27412,Disponible,6261,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	11",Ganado bovino,177718,Disponible,30535,Disponible,175566,Disponible,5750,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	12",Ganado bovino,50912,Disponible,8584,Disponible,55615,Disponible,6479,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	13",Ganado bovino,55248,Disponible,10829,Disponible,62695,Disponible,5790,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	14",Ganado bovino,264636,Disponible,52292,Disponible,341562,Disponible,6532,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	15",Ganado bovino,256765,Disponible,43496,Disponible,301823,Disponible,6939,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	16",Ganado bovino,122589,Disponible,24474,Disponible,184560,Disponible,7541,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	17",Ganado bovino,41713,Disponible,8312,Disponible,55720,Disponible,6704,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	18",Ganado bovino,42820,Disponible,7551,Disponible,40318,Disponible,5339,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	19",Ganado bovino,111148,Disponible,24453,Disponible,150816,Disponible,6168,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	20",Ganado bovino,46255,Disponible,9639,Disponible,69625,Disponible,7223,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	21",Ganado bovino,69561,Disponible,14079,Disponible,91107,Disponible,6471,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	22",Ganado bovino,34155,Disponible,6314,Disponible,35206,Disponible,5576,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	23",Ganado bovino,20818,Disponible,4116,Disponible,29275,Disponible,7112,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	24",Ganado bovino,68393,Disponible,12737,Disponible,83932,Disponible,6590,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	25",Ganado bovino,151240,Disponible,25665,Disponible,165747,Disponible,6458,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	26",Ganado bovino,109377,Disponible,19874,Disponible,136140,Disponible,6850,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	27",Ganado bovino,193512,Disponible,40231,Disponible,232488,Disponible,5779,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	28",Ganado bovino,114996,Disponible,23471,Disponible,135184,Disponible,5760,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	29",Ganado bovino,8623,Disponible,1836,Disponible,10248,Disponible,5582,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	30",Ganado bovino,215418,Disponible,43902,Disponible,259089,Disponible,5902,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	31",Ganado bovino,45214,Disponible,8374,Disponible,45260,Disponible,5405,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	32",Ganado bovino,52928,Disponible,9172,Disponible,52385,Disponible,5711,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	01",Ganado caprino,32241,Disponible,558,Disponible,4108,Disponible,7362,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	02",Ganado caprino,675,Disponible,11,Disponible,71,Disponible,6455,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	03",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	04",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	05",Ganado caprino,7721,Disponible,131,Disponible,1019,Disponible,7779,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	06",Ganado caprino,1153,Disponible,22,Disponible,134,Disponible,6091,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	07",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	08",Ganado caprino,6699,Disponible,88,Disponible,522,Disponible,5932,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	09",Ganado caprino,64379,Disponible,1152,Disponible,8250,Disponible,7161,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	10",Ganado caprino,325,Disponible,4,Disponible,28,Disponible,7000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	11",Ganado caprino,132746,Disponible,2097,Disponible,14027,Disponible,6689,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	12",Ganado caprino,10806,Disponible,151,Disponible,1023,Disponible,6775,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	13",Ganado caprino,13758,Disponible,274,Disponible,1951,Disponible,7120,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	14",Ganado caprino,44509,Disponible,810,Disponible,6039,Disponible,7456,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	15",Ganado caprino,19181,Disponible,290,Disponible,1911,Disponible,6590,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	16",Ganado caprino,17085,Disponible,282,Disponible,1901,Disponible,6741,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	17",Ganado caprino,3779,Disponible,62,Disponible,430,Disponible,6935,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	18",Ganado caprino,1695,Disponible,49,Disponible,388,Disponible,7918,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	19",Ganado caprino,316540,Disponible,4558,Disponible,28326,Disponible,6215,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	20",Ganado caprino,23191,Disponible,345,Disponible,2502,Disponible,7252,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	21",Ganado caprino,16256,Disponible,249,Disponible,1926,Disponible,7735,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	22",Ganado caprino,21670,Disponible,290,Disponible,1942,Disponible,6697,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	23",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	24",Ganado caprino,15697,Disponible,198,Disponible,1562,Disponible,7889,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	25",Ganado caprino,15739,Disponible,294,Disponible,2056,Disponible,6993,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	26",Ganado caprino,2367,Disponible,38,Disponible,263,Disponible,6921,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	27",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	28",Ganado caprino,12020,Disponible,159,Disponible,1162,Disponible,7308,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	29",Ganado caprino,406,Disponible,6,Disponible,47,Disponible,7833,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	30",Ganado caprino,2141,Disponible,39,Disponible,278,Disponible,7128,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	31",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	32",Ganado caprino,16576,Disponible,274,Disponible,2148,Disponible,7839,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	01",Ganado ovino,16110,Disponible,311,Disponible,2145,Disponible,6897,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	02",Ganado ovino,9,Disponible, ,No significativo,1,Disponible,6000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	03",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	04",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	05",Ganado ovino,486,Disponible,9,Disponible,55,Disponible,6111,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	06",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	07",Ganado ovino,90,Disponible,2,Disponible,8,Disponible,4000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	08",Ganado ovino,1683,Disponible,31,Disponible,177,Disponible,5710,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	09",Ganado ovino,152164,Disponible,3013,Disponible,21818,Disponible,7241,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	10",Ganado ovino,19,Disponible, ,No significativo,3,Disponible,5579,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	11",Ganado ovino,4234,Disponible,79,Disponible,473,Disponible,5987,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	12",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	13",Ganado ovino,36406,Disponible,772,Disponible,5077,Disponible,6576,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	14",Ganado ovino,245,Disponible,5,Disponible,31,Disponible,6200,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	15",Ganado ovino,64134,Disponible,1257,Disponible,8139,Disponible,6475,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	16",Ganado ovino,2388,Disponible,38,Disponible,209,Disponible,5500,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	17",Ganado ovino,130,Disponible,3,Disponible,18,Disponible,6000,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	18",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	19",Ganado ovino,890,Disponible,16,Disponible,121,Disponible,7563,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	20",Ganado ovino,8071,Disponible,124,Disponible,845,Disponible,6815,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	21",Ganado ovino,37153,Disponible,877,Disponible,4823,Disponible,5499,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	22",Ganado ovino,3141,Disponible,50,Disponible,326,Disponible,6520,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	23",Ganado ovino,2596,Disponible,57,Disponible,280,Disponible,4912,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	24",Ganado ovino,4446,Disponible,93,Disponible,704,Disponible,7570,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	25",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	26",Ganado ovino,23,Disponible, ,No significativo,3,Disponible,4348,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	27",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	28",Ganado ovino,441,Disponible,7,Disponible,50,Disponible,7143,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	29",Ganado ovino,1908,Disponible,36,Disponible,250,Disponible,6944,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	30",Ganado ovino,2356,Disponible,52,Disponible,379,Disponible,7288,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	31",Ganado ovino,215,Disponible,6,Disponible,41,Disponible,6833,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	32",Ganado ovino,6088,Disponible,130,Disponible,955,Disponible,7346,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	01",Ganado porcino,73193,Disponible,4957,Disponible,30428,Disponible,6138,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	02",Ganado porcino,25409,Disponible,1871,Disponible,8446,Disponible,4514,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	03",Ganado porcino,8937,Disponible,715,Disponible,4162,Disponible,5821,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	04",Ganado porcino,27597,Disponible,1958,Disponible,13950,Disponible,7125,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	05",Ganado porcino,73209,Disponible,4916,Disponible,29988,Disponible,6100,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	06",Ganado porcino,75811,Disponible,5220,Disponible,37063,Disponible,7100,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	07",Ganado porcino,65322,Disponible,4716,Disponible,32781,Disponible,6951,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	08",Ganado porcino,33869,Disponible,2375,Disponible,15256,Disponible,6424,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	09",Ganado porcino,282600,Disponible,22600,Disponible,145821,Disponible,6452,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	10",Ganado porcino,11187,Disponible,895,Disponible,5208,Disponible,5819,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	11",Ganado porcino,382749,Disponible,30662,Disponible,167544,Disponible,5464,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	12",Ganado porcino,119870,Disponible,7744,Disponible,48187,Disponible,6222,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	13",Ganado porcino,116417,Disponible,8755,Disponible,53725,Disponible,6136,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	14",Ganado porcino,603518,Disponible,42367,Disponible,301272,Disponible,7111,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	15",Ganado porcino,642512,Disponible,49923,Disponible,328704,Disponible,6584,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	16",Ganado porcino,142570,Disponible,9980,Disponible,67762,Disponible,6790,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	17",Ganado porcino,93120,Disponible,6714,Disponible,43056,Disponible,6413,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	18",Ganado porcino,50950,Disponible,3532,Disponible,22021,Disponible,6235,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	19",Ganado porcino,161399,Disponible,11701,Disponible,70231,Disponible,6002,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	20",Ganado porcino,112195,Disponible,8905,Disponible,55160,Disponible,6194,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	21",Ganado porcino,285283,Disponible,20642,Disponible,126357,Disponible,6121,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	22",Ganado porcino,85369,Disponible,6778,Disponible,34994,Disponible,5163,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	23",Ganado porcino,58476,Disponible,4912,Disponible,27949,Disponible,5690,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	24",Ganado porcino,104686,Disponible,7059,Disponible,46832,Disponible,6634,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	25",Ganado porcino,100182,Disponible,5290,Disponible,35978,Disponible,6801,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	26",Ganado porcino,44738,Disponible,2836,Disponible,18497,Disponible,6522,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	27",Ganado porcino,39440,Disponible,2978,Disponible,17408,Disponible,5846,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	28",Ganado porcino,67083,Disponible,4179,Disponible,24271,Disponible,5808,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	29",Ganado porcino,21669,Disponible,1652,Disponible,9503,Disponible,5752,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	30",Ganado porcino,317619,Disponible,23847,Disponible,152371,Disponible,6390,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	31",Ganado porcino,218727,Disponible,14436,Disponible,97162,Disponible,6731,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1989,"	32",Ganado porcino,57767,Disponible,3532,Disponible,21286,Disponible,6027,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	01",Ganado bovino,41560,Disponible,7780,Disponible,49615,Disponible,6377,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	02",Ganado bovino,69304,Disponible,15191,Disponible,100689,Disponible,6628,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	03",Ganado bovino,20944,Disponible,3412,Disponible,25769,Disponible,7552,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	04",Ganado bovino,8336,Disponible,1662,Disponible,12821,Disponible,7714,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	05",Ganado bovino,103542,Disponible,17364,Disponible,119621,Disponible,6889,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	06",Ganado bovino,31371,Disponible,6271,Disponible,46623,Disponible,7435,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	07",Ganado bovino,73518,Disponible,16700,Disponible,118426,Disponible,7091,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	08",Ganado bovino,122021,Disponible,21976,Disponible,152863,Disponible,6956,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	09",Ganado bovino,153945,Disponible,28603,Disponible,202017,Disponible,7063,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	10",Ganado bovino,27956,Disponible,5144,Disponible,36141,Disponible,7026,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	11",Ganado bovino,190892,Disponible,33807,Disponible,241825,Disponible,7153,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	12",Ganado bovino,43453,Disponible,7123,Disponible,51354,Disponible,7210,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	13",Ganado bovino,53234,Disponible,10654,Disponible,79517,Disponible,7464,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	14",Ganado bovino,250349,Disponible,46826,Disponible,336576,Disponible,7188,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	15",Ganado bovino,297837,Disponible,50126,Disponible,388635,Disponible,7753,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,1990,"	16",Ganado bovino,125654,Disponible,26065,Disponible,222025,Disponible,8518,Disponible,Cifras Definitivas
