PRODUCTO,COBERTURA,ANIO,ID_ENTIDAD,ESPECIE_GANADERA,CABEZAS_SACRIFICADAS,ESTATUS_DATO_CBZ,PRODUCCION_CARNE,ESTATUS_DATO_PROD,VALOR_PRODUCCION,ESTATUS_DATO_VPROD,PRECIO_MEDIO,ESTATUS_DATO_PMED,ESTATUS
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	20",Ganado bovino,28840,Disponible,8065,Disponible,562669,Disponible,69765,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	21",Ganado bovino,59203,Disponible,18402,Disponible,1208761,Disponible,65688,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	22",Ganado bovino,47846,Disponible,13551,Disponible,905118,Disponible,66794,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	23",Ganado bovino,8607,Disponible,2297,Disponible,200074,Disponible,87084,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	24",Ganado bovino,61046,Disponible,14992,Disponible,955357,Disponible,63723,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	25",Ganado bovino,30982,Disponible,7233,Disponible,515621,Disponible,71286,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	26",Ganado bovino,26242,Disponible,6428,Disponible,442104,Disponible,68779,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	27",Ganado bovino,35237,Disponible,8548,Disponible,505282,Disponible,59108,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	28",Ganado bovino,33997,Disponible,8539,Disponible,543509,Disponible,63648,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	29",Ganado bovino,6553,Disponible,1705,Disponible,113998,Disponible,66874,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	30",Ganado bovino,104158,Disponible,26299,Disponible,1672439,Disponible,63592,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	31",Ganado bovino,13864,Disponible,3381,Disponible,221675,Disponible,65570,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	32",Ganado bovino,44025,Disponible,10876,Disponible,714564,Disponible,65702,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	01",Ganado caprino,2290,Disponible,42,Disponible,2370,Disponible,55959,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	02",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	03",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	04",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	05",Ganado caprino,3,Disponible, ,No significativo,3,Disponible,53254,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	06",Ganado caprino,1049,Disponible,21,Disponible,1178,Disponible,55840,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	07",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	08",Ganado caprino,186,Disponible,3,Disponible,203,Disponible,68629,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	10",Ganado caprino,15,Disponible, ,No significativo,27,Disponible,55333,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	11",Ganado caprino,6162,Disponible,118,Disponible,6737,Disponible,57178,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	12",Ganado caprino,9,Disponible, ,No significativo,14,Disponible,59498,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	13",Ganado caprino,84,Disponible,2,Disponible,146,Disponible,63140,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	14",Ganado caprino,5061,Disponible,80,Disponible,5230,Disponible,65281,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	15",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	16",Ganado caprino,6009,Disponible,105,Disponible,6439,Disponible,61324,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	17",Ganado caprino,329,Disponible,7,Disponible,473,Disponible,63240,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	18",Ganado caprino,20,Disponible, ,No significativo,26,Disponible,59789,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	19",Ganado caprino,861,Disponible,5,Disponible,325,Disponible,59499,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	20",Ganado caprino,314,Disponible,8,Disponible,461,Disponible,55119,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	21",Ganado caprino,6,Disponible, ,No significativo,12,Disponible,63108,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	22",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	23",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	24",Ganado caprino,39,Disponible,1,Disponible,56,Disponible,62193,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	25",Ganado caprino,2944,Disponible,65,Disponible,4063,Disponible,62337,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	26",Ganado caprino,626,Disponible,15,Disponible,805,Disponible,55064,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	27",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	28",Ganado caprino,1548,Disponible,29,Disponible,1804,Disponible,61313,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	29",Ganado caprino,14,Disponible, ,No significativo,21,Disponible,71277,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	30",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	31",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	32",Ganado caprino,1617,Disponible,41,Disponible,2590,Disponible,63265,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	01",Ganado ovino,36014,Disponible,859,Disponible,54778,Disponible,63769,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	02",Ganado ovino,1234,Disponible,27,Disponible,1463,Disponible,53812,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	03",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	04",Ganado ovino,34,Disponible,1,Disponible,32,Disponible,63353,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	05",Ganado ovino,555,Disponible,9,Disponible,670,Disponible,71605,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	06",Ganado ovino,1302,Disponible,29,Disponible,1749,Disponible,60420,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	07",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	08",Ganado ovino,808,Disponible,15,Disponible,959,Disponible,63178,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	10",Ganado ovino,6,Disponible, ,No significativo,10,Disponible,53918,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	11",Ganado ovino,7805,Disponible,179,Disponible,11054,Disponible,61584,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	12",Ganado ovino,19,Disponible, ,No significativo,33,Disponible,78737,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	13",Ganado ovino,3263,Disponible,80,Disponible,5051,Disponible,62991,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	14",Ganado ovino,13858,Disponible,307,Disponible,18539,Disponible,60464,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	15",Ganado ovino,25156,Disponible,629,Disponible,40074,Disponible,63734,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	16",Ganado ovino,6896,Disponible,136,Disponible,8098,Disponible,59513,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	17",Ganado ovino,57,Disponible,1,Disponible,108,Disponible,76648,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	18",Ganado ovino,65,Disponible,2,Disponible,123,Disponible,64712,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	19",Ganado ovino,567,Disponible,4,Disponible,282,Disponible,71193,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	20",Ganado ovino,941,Disponible,27,Disponible,1706,Disponible,63660,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	21",Ganado ovino,1567,Disponible,42,Disponible,2579,Disponible,60680,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	22",Ganado ovino,12137,Disponible,234,Disponible,13880,Disponible,59359,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	23",Ganado ovino,1979,Disponible,45,Disponible,2516,Disponible,55741,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	24",Ganado ovino,1870,Disponible,46,Disponible,3121,Disponible,67916,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	25",Ganado ovino,3403,Disponible,77,Disponible,4559,Disponible,58963,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	26",Ganado ovino,80,Disponible,2,Disponible,113,Disponible,62565,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	27",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	28",Ganado ovino,644,Disponible,14,Disponible,871,Disponible,64069,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	29",Ganado ovino,435,Disponible,9,Disponible,584,Disponible,63365,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	30",Ganado ovino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	31",Ganado ovino,3149,Disponible,47,Disponible,3841,Disponible,81311,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	32",Ganado ovino,4323,Disponible,119,Disponible,8592,Disponible,72443,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	01",Ganado porcino,195292,Disponible,11878,Disponible,671599,Disponible,56542,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	02",Ganado porcino,2998,Disponible,288,Disponible,13799,Disponible,47882,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	03",Ganado porcino,4598,Disponible,389,Disponible,19609,Disponible,50356,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	04",Ganado porcino,39758,Disponible,2932,Disponible,159304,Disponible,54335,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	05",Ganado porcino,38868,Disponible,4407,Disponible,219660,Disponible,49845,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	06",Ganado porcino,77157,Disponible,4916,Disponible,261812,Disponible,53259,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	07",Ganado porcino,10082,Disponible,737,Disponible,42437,Disponible,57600,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	08",Ganado porcino,32117,Disponible,2318,Disponible,118984,Disponible,51337,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	10",Ganado porcino,4603,Disponible,355,Disponible,17354,Disponible,48943,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	11",Ganado porcino,372806,Disponible,27829,Disponible,1236304,Disponible,44425,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	12",Ganado porcino,152791,Disponible,11156,Disponible,643188,Disponible,57653,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	13",Ganado porcino,162836,Disponible,11968,Disponible,637717,Disponible,53287,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	14",Ganado porcino,804654,Disponible,57666,Disponible,3074359,Disponible,53314,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	15",Ganado porcino,671222,Disponible,51768,Disponible,2645787,Disponible,51108,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	16",Ganado porcino,320585,Disponible,23341,Disponible,1323908,Disponible,56721,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	17",Ganado porcino,177465,Disponible,13084,Disponible,727002,Disponible,55563,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	18",Ganado porcino,76069,Disponible,4454,Disponible,248483,Disponible,55795,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	19",Ganado porcino,4651,Disponible,336,Disponible,16005,Disponible,47616,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	20",Ganado porcino,25986,Disponible,2474,Disponible,129140,Disponible,52190,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	21",Ganado porcino,317784,Disponible,24597,Disponible,1311275,Disponible,53310,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	22",Ganado porcino,244131,Disponible,16407,Disponible,765284,Disponible,46645,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	23",Ganado porcino,68117,Disponible,4496,Disponible,229691,Disponible,51090,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	24",Ganado porcino,105246,Disponible,7597,Disponible,388745,Disponible,51168,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	25",Ganado porcino,29513,Disponible,2694,Disponible,158418,Disponible,58794,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	26",Ganado porcino,61386,Disponible,4833,Disponible,262613,Disponible,54342,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	27",Ganado porcino,4936,Disponible,392,Disponible,19501,Disponible,49748,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	28",Ganado porcino,10844,Disponible,829,Disponible,45090,Disponible,54384,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	29",Ganado porcino,44653,Disponible,2870,Disponible,139972,Disponible,48768,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	30",Ganado porcino,261920,Disponible,17811,Disponible,949170,Disponible,53290,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	31",Ganado porcino,315450,Disponible,26748,Disponible,1422442,Disponible,53179,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2021,"	32",Ganado porcino,66299,Disponible,4721,Disponible,272205,Disponible,57661,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	01",Ganado bovino,40763,Disponible,9941,Disponible,679971,Disponible,68402,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	02",Ganado bovino,7531,Disponible,1964,Disponible,134039,Disponible,68260,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	03",Ganado bovino,15982,Disponible,3479,Disponible,237678,Disponible,68325,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	04",Ganado bovino,12460,Disponible,3032,Disponible,207354,Disponible,68387,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	05",Ganado bovino,80449,Disponible,22616,Disponible,1649079,Disponible,72916,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	06",Ganado bovino,13968,Disponible,3442,Disponible,255096,Disponible,74103,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	07",Ganado bovino,84556,Disponible,19855,Disponible,1404032,Disponible,70714,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	08",Ganado bovino,92880,Disponible,22071,Disponible,1347635,Disponible,61058,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	10",Ganado bovino,36957,Disponible,9253,Disponible,644599,Disponible,69667,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	11",Ganado bovino,161851,Disponible,40908,Disponible,2986987,Disponible,73017,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	12",Ganado bovino,67326,Disponible,17026,Disponible,1262031,Disponible,74125,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	13",Ganado bovino,43004,Disponible,12552,Disponible,914890,Disponible,72890,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	14",Ganado bovino,349370,Disponible,102555,Disponible,7603311,Disponible,74139,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	15",Ganado bovino,131024,Disponible,40066,Disponible,3016039,Disponible,75277,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	16",Ganado bovino,233546,Disponible,60562,Disponible,4562223,Disponible,75331,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	17",Ganado bovino,12355,Disponible,3542,Disponible,254026,Disponible,71717,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	18",Ganado bovino,27197,Disponible,6460,Disponible,456792,Disponible,70708,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	19",Ganado bovino,12363,Disponible,3364,Disponible,230298,Disponible,68466,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	20",Ganado bovino,30097,Disponible,8920,Disponible,682621,Disponible,76523,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	21",Ganado bovino,54443,Disponible,16256,Disponible,1166919,Disponible,71783,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	22",Ganado bovino,43717,Disponible,12227,Disponible,891810,Disponible,72940,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	23",Ganado bovino,8377,Disponible,2246,Disponible,214169,Disponible,95356,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	24",Ganado bovino,55123,Disponible,13542,Disponible,941768,Disponible,69546,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	25",Ganado bovino,31287,Disponible,7135,Disponible,555219,Disponible,77818,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	26",Ganado bovino,22223,Disponible,5391,Disponible,406027,Disponible,75321,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	27",Ganado bovino,33406,Disponible,8037,Disponible,549966,Disponible,68430,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	28",Ganado bovino,33933,Disponible,8399,Disponible,584263,Disponible,69560,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	29",Ganado bovino,5708,Disponible,1561,Disponible,113807,Disponible,72885,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	30",Ganado bovino,101472,Disponible,25353,Disponible,1763722,Disponible,69567,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	31",Ganado bovino,12782,Disponible,3103,Disponible,222637,Disponible,71738,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	32",Ganado bovino,40910,Disponible,10051,Disponible,721546,Disponible,71788,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	01",Ganado caprino,2439,Disponible,43,Disponible,2608,Disponible,61092,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	02",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	03",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	04",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	05",Ganado caprino,217,Disponible,3,Disponible,193,Disponible,59410,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	06",Ganado caprino,500,Disponible,10,Disponible,603,Disponible,60982,Disponible,Cifras Definitivas
EstadÃ­stica de Sacrificio de Ganado en Rastros Municipales. Anual,Estatal,2022,"	07",Ganado caprino,0,Disponible,0,Disponible,0,Disponible,0,Disponible,Cifras Definitivas
